HomeTeam,FTHG,FTAG,HTHG,HTAG
Marseille,1,1,0,0
Monaco,2,1,1,1
Montpellier,4,1,2,1
Nice,2,1,0,1
St Etienne,0,1,0,0
Troyes,1,1,0,1
Bordeaux,0,1,0,1
Lens,1,0,0,0
Brest,0,3,0,1
Clermont,0,0,0,0
Metz,0,2,0,0
Nantes,0,0,0,0
Lyon,1,1,1,0
Nice,2,1,1,1
St Etienne,1,2,1,0
Paris SG,2,0,1,0
Rennes,6,0,2,0
Lorient,0,0,0,0
Monaco,4,0,1,0
Reims,0,1,0,0
Strasbourg,3,1,0,1
Troyes,0,1,0,1
Marseille,1,1,0,1
Clermont,0,2,0,1
Lille,3,1,3,0
Montpellier,0,1,0,0
Lyon,1,0,1,0
Brest,2,0,1,0
Lens,0,2,0,1
Metz,0,2,0,0
Angers,2,1,2,1
Bordeaux,4,3,3,1
Clermont,2,1,0,1
Nantes,4,2,1,0
Montpellier,3,2,2,1
Paris SG,4,0,1,0
Angers,0,1,0,1
Lyon,2,1,0,1
Marseille,5,2,2,2
St Etienne,3,1,0,1
Monaco,2,0,2,0
Lorient,2,0,1,0
Nice,0,1,0,0
Reims,5,0,1,0
Strasbourg,1,0,0,0
Troyes,0,0,0,0
Rennes,2,0,1,0
Lille,1,5,1,3
Paris SG,1,0,0,0
Montpellier,0,1,0,0
Lyon,2,0,1,0
Monaco,0,0,0,0
Angers,0,1,0,1
Brest,5,1,2,1
Clermont,1,2,1,0
Nantes,1,0,1,0
Lens,3,2,3,1
Metz,1,2,0,1
Lille,0,0,0,0
Lens,1,1,1,1
Nantes,3,1,3,0
Nice,1,0,1,0
Lorient,0,1,0,0
Reims,1,1,1,1
Rennes,4,1,2,1
St Etienne,2,2,2,2
Bordeaux,1,1,1,0
Marseille,0,2,0,1
Montpellier,2,4,2,2
Strasbourg,0,0,0,0
Paris SG,3,1,1,1
Monaco,1,2,0,0
Angers,1,2,0,0
Brest,0,1,0,0
Clermont,1,1,1,1
Metz,0,0,0,0
Troyes,1,1,0,1
Lyon,0,1,0,1
Lorient,1,4,0,2
Lens,0,1,0,0
Nice,1,0,0,0
St Etienne,1,0,0,0
Bordeaux,0,2,0,1
Nantes,2,0,0,0
Reims,1,1,0,0
Rennes,2,0,1,0
Lille,4,0,1,0
Marseille,0,1,0,0
Lille,0,0,0,0
Montpellier,0,0,0,0
Troyes,1,0,1,0
Paris SG,3,0,1,0
Angers,0,1,0,1
Clermont,0,2,0,0
Metz,0,0,0,0
Strasbourg,1,0,1,0
Lyon,2,4,0,3
Brest,1,4,0,1
St Etienne,1,1,0,1
Lens,3,1,2,1
Nantes,0,1,0,1
Monaco,3,0,1,0
Angers,1,0,1,0
Bordeaux,0,2,0,2
Lorient,0,0,0,0
Rennes,6,1,3,0
Reims,0,0,0,0
Marseille,2,1,1,0
Nice,1,1,0,0
Lille,0,0,0,0
Strasbourg,1,0,0,0
Clermont,2,3,0,1
Metz,1,2,0,0
Montpellier,1,2,0,0
St Etienne,2,4,1,1
Troyes,1,0,0,0
Lyon,3,2,1,0
Paris SG,5,1,2,0
Lorient,6,2,2,2
Reims,2,3,0,2
Clermont,1,6,1,2
Bordeaux,3,1,0,1
Angers,1,1,0,0
Brest,1,1,0,1
Monaco,2,1,1,1
Lens,3,0,0,0
Strasbourg,1,1,1,0
Marseille,2,0,2,0
Rennes,2,3,1,1
St Etienne,2,1,2,1
Lille,1,2,1,2
Nice,2,1,0,0
Metz,1,1,1,1
Montpellier,0,0,0,0
Nantes,1,1,0,1
Troyes,1,1,0,0
Lyon,6,1,3,0
Paris SG,2,1,2,1
Bordeaux,2,2,2,1
Lorient,1,0,0,0
Monaco,1,0,1,0
Reims,2,1,1,0
Troyes,0,1,0,0
Angers,0,3,0,2
Brest,2,1,1,0
Lens,2,0,1,0
Marseille,3,2,1,2
Strasbourg,2,1,1,0
Lyon,5,2,2,2
St Etienne,1,4,1,2
Paris SG,1,1,0,0
Rennes,5,0,2,0
Clermont,2,2,0,2
Metz,0,1,0,1
Nantes,5,3,0,2
Nice,1,0,0,0
Lille,1,0,0,0
Reims,0,1,0,0
Strasbourg,3,3,1,1
Lens,2,2,0,2
Rennes,2,0,1,0
Troyes,3,0,1,0
Brest,2,0,0,0
Lorient,1,2,1,1
Monaco,2,0,1,0
Montpellier,2,2,0,1
Bordeaux,0,1,0,0
Marseille,0,3,0,0
Lille,1,2,0,1
Brest,0,1,0,0
Metz,3,2,2,1
Angers,4,1,2,0
Clermont,2,1,1,1
Reims,1,2,1,0
Lorient,0,3,0,1
Paris SG,2,2,2,1
Nice,4,2,0,2
Nantes,2,1,1,1
Bordeaux,0,0,0,0
Lyon,3,2,1,0
Metz,1,0,0,0
Monaco,4,2,1,2
Montpellier,0,4,0,3
Nice,1,3,1,0
Rennes,2,0,2,0
St Etienne,1,2,1,1
Strasbourg,1,0,1,0
Troyes,1,3,1,2
Angers,2,0,1,0
Brest,2,4,2,2
Clermont,1,2,0,1
Lens,2,2,1,1
Lille,2,2,1,1
Lorient,1,1,0,1
Marseille,4,0,1,0
Nantes,1,1,1,0
Paris SG,5,0,3,0
Reims,2,3,2,0
Lyon,2,1,2,1
Strasbourg,1,2,0,1
Clermont,0,5,0,3
Toulouse,1,1,1,0
Angers,0,0,0,0
Lens,3,2,1,0
Lille,4,1,3,0
Montpellier,3,2,2,2
Rennes,0,1,0,0
Marseille,4,1,2,0
Nantes,1,1,1,0
Monaco,1,1,0,0
Paris SG,5,2,2,0
Ajaccio,0,0,0,0
Auxerre,2,2,2,1
Reims,2,4,2,0
Troyes,0,3,0,1
Nice,1,1,1,0
Brest,1,1,0,1
Lyon,4,1,1,1
Monaco,1,4,1,2
Marseille,2,1,0,0
Strasbourg,1,1,1,0
Angers,1,3,0,2
Clermont,1,0,1,0
Montpellier,1,2,1,0
Toulouse,2,2,1,1
Rennes,2,1,1,0
Lille,1,7,0,4
Ajaccio,1,3,0,2
Auxerre,1,0,1,0
Lens,2,1,0,0
Nantes,3,1,0,1
Brest,0,7,0,5
Lorient,2,1,2,0
Nice,0,3,0,3
Troyes,3,1,1,0
Reims,1,1,1,0
Paris SG,1,1,0,1
Angers,2,4,0,2
Lyon,2,1,1,0
Monaco,2,4,1,2
Montpellier,2,0,1,0
Strasbourg,1,1,1,0
Lens,5,2,2,1
Lille,1,2,1,2
Marseille,1,0,0,0
Rennes,3,1,0,0
Toulouse,0,3,0,1
Auxerre,0,2,0,1
Lyon,5,0,2,0
Nantes,0,3,0,1
Montpellier,1,3,1,1
Ajaccio,0,1,0,0
Brest,1,1,1,1
Clermont,2,0,0,0
Reims,1,1,0,0
Troyes,1,1,1,0
Nice,0,1,0,0
Lorient,3,1,2,1
Lens,1,0,1,0
Paris SG,1,0,1,0
Marseille,2,1,1,1
Strasbourg,0,0,0,0
Ajaccio,0,1,0,0
Angers,2,1,1,1
Lorient,3,2,1,1
Toulouse,1,0,1,0
Rennes,5,0,1,0
Monaco,2,1,0,0
Auxerre,1,3,0,3
Montpellier,2,1,1,0
Lille,2,1,1,0
Reims,0,3,0,0
Brest,0,1,0,0
Clermont,1,3,1,1
Marseille,1,1,0,1
Nice,0,1,0,1
Nantes,0,0,0,0
Lyon,0,1,0,1
Angers,0,3,0,1
Strasbourg,1,3,0,1
Paris SG,2,1,1,0
Lorient,2,1,1,0
Ajaccio,1,3,0,1
Auxerre,1,1,0,0
Toulouse,4,2,3,1
Troyes,2,2,0,1
Monaco,4,1,3,0
Lens,1,0,0,0
Lyon,1,1,1,0
Marseille,1,2,1,1
Reims,0,0,0,0
Montpellier,0,2,0,1
Angers,2,3,1,2
Brest,1,2,1,1
Clermont,2,1,0,0
Nice,3,2,2,0
Rennes,3,0,1,0
Lille,1,0,1,0
Strasbourg,0,3,0,1
Lorient,0,0,0,0
Lens,1,0,0,0
Toulouse,3,2,2,1
Auxerre,1,1,1,1
Nantes,4,1,2,1
Rennes,3,2,1,1
Troyes,1,1,0,0
Monaco,1,1,1,0
Paris SG,1,0,1,0
Ajaccio,0,3,0,1
Montpellier,1,2,0,1
Marseille,0,1,0,0
Angers,1,2,0,1
Clermont,1,3,0,1
Reims,2,1,1,1
Toulouse,2,2,1,0
Troyes,2,2,1,0
Nice,1,1,0,0
Lille,4,3,2,2
Lens,3,0,0,0
Paris SG,4,3,1,1
Strasbourg,2,2,0,2
Auxerre,1,0,1,0
Brest,0,0,0,0
Monaco,2,0,0,0
Nantes,1,1,0,0
Rennes,3,0,2,0
Lorient,1,2,1,0
Lyon,1,0,0,0
Troyes,1,1,1,0
Ajaccio,4,2,4,2
Angers,1,2,0,1
Lorient,1,2,0,1
Clermont,1,1,0,1
Nice,1,0,0,0
Reims,1,0,0,0
Toulouse,0,2,0,0
Lille,1,1,1,0
Marseille,1,0,1,0
Lyon,1,1,0,1
Lens,2,1,0,1
Rennes,2,1,1,0
Paris SG,5,0,1,0
Brest,2,1,0,0
Lille,1,0,1,0
Montpellier,1,1,0,0
Nantes,2,2,0,0
Strasbourg,1,1,0,1
Monaco,2,3,1,1
Ajaccio,1,0,1,0
Troyes,0,0,0,0
Auxerre,2,3,1,1
Clermont,0,2,0,0
Brest,2,4,1,3
Paris SG,2,1,1,0
Lorient,0,2,0,2
Reims,3,1,2,1
Marseille,6,1,2,0
Nice,0,0,0,0
Angers,1,2,1,0
Monaco,1,0,0,0
Nantes,1,0,0,0
Toulouse,2,0,0,0
Lyon,0,1,0,0
Lens,3,1,2,1
Strasbourg,2,3,1,2
Lille,1,1,1,0
Montpellier,1,2,0,0
Rennes,2,1,1,1
Leganes,1,0,1,0
Valencia,1,0,1,0
Celta,2,3,1,1
Girona,2,2,2,0
Sevilla,1,1,1,1
Ath Bilbao,0,0,0,0
Barcelona,2,0,2,0
La Coruna,0,3,0,2
Levante,1,0,0,0
Malaga,0,1,0,0
Betis,2,1,1,1
Sociedad,3,0,3,0
Alaves,0,2,0,0
Girona,1,0,1,0
Las Palmas,1,5,0,2
Levante,2,2,1,2
Eibar,0,1,0,1
Espanol,0,1,0,1
Getafe,0,1,0,0
Real Madrid,2,2,1,1
Leganes,1,2,0,1
Barcelona,5,0,2,0
Real Madrid,1,1,1,1
Sevilla,3,0,0,0
Valencia,0,0,0,0
Ath Bilbao,2,0,1,0
Celta,1,0,1,0
La Coruna,2,4,1,2
Villarreal,3,1,1,1
Malaga,1,3,0,1
Eibar,1,0,0,0
Ath Madrid,1,0,0,0
Betis,2,1,1,1
Getafe,1,2,1,0
Levante,1,1,1,1
Alaves,0,3,0,1
Girona,0,1,0,0
Las Palmas,1,0,0,0
Sociedad,1,3,1,2
Espanol,2,1,2,0
Barcelona,6,1,2,0
Valencia,5,0,1,0
Ath Bilbao,1,2,0,0
La Coruna,1,0,1,0
Leganes,0,0,0,0
Real Madrid,0,1,0,0
Sevilla,1,0,0,0
Celta,1,1,1,0
Levante,3,0,1,0
Villarreal,0,0,0,0
Alaves,1,2,1,2
Ath Madrid,2,0,0,0
Girona,0,3,0,1
Malaga,3,3,1,1
Eibar,0,4,0,3
Espanol,4,1,2,0
Getafe,4,0,0,0
Las Palmas,0,2,0,0
Sociedad,2,3,1,1
Betis,4,0,0,0
Celta,3,3,2,2
La Coruna,2,1,0,0
Leganes,0,0,0,0
Levante,0,2,0,1
Sevilla,2,0,0,0
Barcelona,3,0,0,0
Real Madrid,2,0,1,0
Sociedad,4,4,2,2
Valencia,3,2,2,0
Villarreal,3,0,1,0
Espanol,0,0,0,0
Alaves,0,2,0,0
Ath Bilbao,1,0,1,0
Ath Madrid,1,1,1,0
Getafe,1,2,0,1
Betis,3,6,0,2
Eibar,0,0,0,0
Girona,1,2,1,2
Malaga,0,2,0,0
Las Palmas,2,5,0,2
Barcelona,2,0,1,0
Betis,2,0,1,0
Levante,1,1,0,0
Valencia,4,0,1,0
Celta,0,1,0,1
Leganes,1,0,0,0
Real Madrid,3,0,2,0
Villarreal,4,0,0,0
La Coruna,1,2,0,1
Sociedad,1,1,0,1
Alaves,1,2,0,1
Ath Bilbao,0,2,0,1
Ath Madrid,1,1,0,0
Sevilla,2,1,1,0
Eibar,2,2,0,2
Getafe,2,1,0,1
Girona,2,1,0,1
Malaga,2,1,1,0
Espanol,1,0,0,0
Las Palmas,1,3,1,1
Betis,2,2,0,2
Alaves,1,0,1,0
Barcelona,2,1,1,0
La Coruna,0,1,0,0
Valencia,3,0,1,0
Celta,3,1,3,1
Levante,1,2,0,0
Real Madrid,3,0,1,0
Sociedad,3,1,2,0
Villarreal,2,0,0,0
Girona,1,1,0,1
Ath Madrid,0,0,0,0
Getafe,4,1,2,0
Leganes,0,3,0,1
Sevilla,2,1,1,1
Ath Bilbao,1,1,0,1
Espanol,0,2,0,0
Las Palmas,0,2,0,0
Malaga,3,2,1,1
Eibar,5,0,2,0
Celta,1,0,1,0
Alaves,1,2,0,1
Betis,2,2,0,1
Levante,0,5,0,2
Real Madrid,3,2,2,1
La Coruna,2,2,1,1
Sociedad,2,2,1,1
Valencia,1,1,0,0
Villarreal,2,3,1,0
Espanol,1,0,0,0
Malaga,0,0,0,0
Ath Bilbao,0,0,0,0
Ath Madrid,2,1,0,1
Barcelona,2,2,1,1
Sevilla,2,0,1,0
Eibar,3,1,2,0
Getafe,1,0,0,0
Las Palmas,1,0,1,0
Leganes,3,1,0,0
Girona,2,3,0,0
Alaves,2,0,1,0
Getafe,0,0,0,0
La Coruna,1,0,1,0
Real Madrid,5,0,5,0
Valencia,2,1,1,0
Betis,0,1,0,1
Levante,1,2,0,1
Sociedad,0,2,0,1
Villarreal,0,2,0,0
Espanol,0,1,0,1
Sevilla,0,0,0,0
Ath Bilbao,0,0,0,0
Ath Madrid,1,0,0,0
Eibar,2,1,0,0
Barcelona,4,0,2,0
Celta,0,1,0,1
Girona,1,0,1,0
Las Palmas,2,2,0,2
Malaga,0,2,0,1
Levante,0,0,0,0
Getafe,2,0,2,0
Sociedad,3,1,1,1
Alaves,1,0,0,0
Eibar,4,1,2,1
Betis,0,2,0,1
Espanol,1,0,0,0
La Coruna,1,3,0,2
Real Madrid,0,3,0,0
Valencia,0,1,0,1
Ath Madrid,2,0,1,0
Las Palmas,1,2,1,0
Sevilla,3,5,2,2
Valencia,2,1,1,1
Ath Bilbao,2,0,1,0
Barcelona,3,0,2,0
Celta,2,2,1,2
Leganes,1,0,0,0
Villarreal,1,1,1,0
Malaga,0,1,0,1
Getafe,1,0,0,0
Eibar,0,1,0,1
Girona,6,0,1,0
La Coruna,1,2,0,1
Real Madrid,0,1,0,0
Alaves,1,0,0,0
Espanol,1,1,1,1
Levante,0,1,0,1
Sociedad,2,4,2,1
Betis,3,2,2,1
Getafe,2,2,1,1
Ath Madrid,1,1,1,0
Espanol,0,3,0,2
Las Palmas,2,1,1,1
Villarreal,2,1,1,0
Alaves,2,2,0,0
Betis,0,5,0,0
Real Madrid,7,1,2,1
Sociedad,1,2,1,1
Eibar,1,1,0,1
Ath Bilbao,1,1,0,0
La Coruna,2,2,2,0
Malaga,0,0,0,0
Valencia,1,4,0,2
Villarreal,4,2,4,1
Ath Madrid,3,0,0,0
Barcelona,2,1,0,1
Leganes,3,2,1,0
Sevilla,1,1,0,0
Celta,3,2,1,0
Sociedad,5,0,1,0
Alaves,2,1,2,0
Betis,2,1,1,0
Eibar,5,1,3,1
Levante,2,2,1,1
Ath Madrid,1,0,0,0
Espanol,1,1,0,0
Getafe,0,0,0,0
Girona,2,0,1,0
Las Palmas,1,0,0,0
Ath Bilbao,0,0,0,0
Leganes,0,1,0,0
Malaga,0,1,0,1
Real Madrid,5,2,4,0
Villarreal,1,2,0,1
Barcelona,0,0,0,0
Celta,2,2,1,1
Sevilla,1,0,0,0
Valencia,3,1,1,1
La Coruna,0,1,0,0
Girona,3,0,2,0
Alaves,1,0,0,0
Eibar,0,2,0,1
Las Palmas,1,2,0,1
Malaga,1,2,1,0
Ath Madrid,2,0,0,0
Betis,3,5,2,1
Espanol,1,1,0,1
Sociedad,3,0,2,0
Getafe,3,0,1,0
Leganes,1,3,1,2
La Coruna,0,0,0,0
Barcelona,6,1,4,1
Celta,2,0,0,0
Leganes,0,0,0,0
Real Madrid,4,0,1,0
Ath Bilbao,2,1,2,1
Sevilla,2,5,0,2
Valencia,2,1,1,0
Villarreal,1,0,1,0
Levante,0,2,0,0
Espanol,1,0,0,0
Girona,1,0,1,0
Ath Bilbao,1,1,0,1
Ath Madrid,4,0,2,0
Eibar,1,0,1,0
Getafe,3,0,2,0
Malaga,0,1,0,1
Alaves,1,0,0,0
Betis,0,0,0,0
Las Palmas,1,1,0,1
La Coruna,1,1,1,1
Leganes,2,0,0,0
Real Madrid,3,1,2,0
Sevilla,2,0,2,0
Villarreal,0,2,0,1
Barcelona,1,0,1,0
Levante,1,1,0,0
Sociedad,2,1,2,1
Valencia,2,0,1,0
Celta,2,1,0,0
Girona,2,0,1,0
Eibar,1,2,0,1
Getafe,0,1,0,0
Malaga,0,2,0,2
Sevilla,0,2,0,1
Ath Bilbao,2,0,2,0
Ath Madrid,3,0,1,0
Espanol,2,1,0,1
Las Palmas,0,2,0,0
Alaves,1,3,0,2
Levante,2,1,1,0
Betis,3,0,1,0
La Coruna,1,1,1,1
Sociedad,1,2,1,1
Valencia,3,1,2,0
Barcelona,2,0,2,0
Celta,0,0,0,0
Leganes,2,1,1,0
Real Madrid,6,3,1,1
Villarreal,2,1,0,1
Ath Bilbao,1,1,0,0
Girona,1,1,0,0
Las Palmas,0,3,0,2
Sevilla,2,2,1,0
Ath Madrid,1,0,1,0
Eibar,0,0,0,0
Espanol,0,0,0,0
Leganes,0,1,0,0
Malaga,1,0,1,0
Getafe,0,1,0,0
La Coruna,3,2,1,1
Alaves,2,0,0,0
Barcelona,3,1,2,0
Betis,2,0,1,0
Celta,4,0,1,0
Levante,2,1,1,0
Real Madrid,1,1,0,0
Sociedad,5,0,2,0
Valencia,1,0,1,0
Villarreal,1,3,0,1
Girona,0,1,0,1
Ath Bilbao,2,3,0,2
Barcelona,2,1,1,0
Las Palmas,0,1,0,1
Leganes,1,0,0,0
Sevilla,2,2,0,1
Ath Madrid,3,0,1,0
Eibar,0,1,0,1
Getafe,1,0,0,0
Malaga,1,2,0,1
Celta,2,2,1,1
La Coruna,0,0,0,0
Villarreal,2,1,1,0
Espanol,0,1,0,1
Real Madrid,1,1,0,1
Valencia,1,2,0,1
Alaves,1,2,0,0
Betis,1,0,0,0
Levante,1,0,0,0
Sociedad,3,0,1,0
Leganes,0,0,0,0
Celta,1,1,0,0
Eibar,0,1,0,1
Ath Madrid,0,0,0,0
Girona,0,2,0,1
Las Palmas,0,4,0,0
Malaga,2,0,2,0
Ath Bilbao,1,3,1,2
Levante,2,1,1,1
Espanol,1,1,0,1
Real Madrid,2,1,2,0
Sociedad,3,1,2,0
Villarreal,4,1,3,1
Alaves,0,1,0,0
Getafe,1,1,1,1
La Coruna,2,4,1,2
Valencia,0,0,0,0
Betis,2,1,1,1
Sevilla,1,0,0,0
Ath Bilbao,2,0,0,0
Celta,1,1,1,0
Girona,1,4,0,2
Villarreal,1,0,0,0
Ath Madrid,0,2,0,0
Barcelona,2,2,1,1
Las Palmas,0,1,0,0
Malaga,0,3,0,1
Leganes,0,3,0,0
Barcelona,5,1,3,0
Sevilla,3,2,2,0
Alaves,3,1,1,0
Betis,2,2,1,0
Eibar,1,0,1,0
Getafe,0,1,0,1
Girona,0,1,0,0
La Coruna,2,4,0,3
Real Madrid,6,0,3,0
Sociedad,3,2,2,1
Espanol,4,1,3,1
Levante,5,4,2,1
Celta,4,2,2,1
Las Palmas,1,2,1,2
Leganes,3,2,1,1
Malaga,0,1,0,0
Sevilla,1,0,1,0
Villarreal,2,2,0,2
Ath Bilbao,0,1,0,1
Ath Madrid,2,2,1,1
Barcelona,1,0,0,0
Valencia,2,1,1,0
Betis,0,3,0,1
Girona,0,0,0,0
Barcelona,3,0,0,0
Celta,1,1,0,1
Villarreal,1,2,1,1
Eibar,1,2,0,2
Real Madrid,2,0,1,0
Vallecano,1,4,0,3
Ath Bilbao,2,1,1,1
Valencia,1,1,0,1
Getafe,2,0,1,0
Leganes,2,2,0,2
Alaves,0,0,0,0
Ath Madrid,1,0,0,0
Valladolid,0,1,0,0
Espanol,2,0,0,0
Girona,1,4,1,1
Sevilla,0,0,0,0
Ath Bilbao,2,2,0,0
Levante,1,2,0,2
Eibar,2,1,1,1
Getafe,0,0,0,0
Villarreal,0,1,0,0
Celta,2,0,0,0
Real Madrid,4,1,1,1
Alaves,2,1,0,1
Barcelona,8,2,3,2
Betis,1,0,0,0
Levante,2,2,2,1
Huesca,0,1,0,1
Ath Bilbao,1,1,1,0
Ath Madrid,1,1,0,0
Sociedad,1,2,1,0
Valencia,0,0,0,0
Espanol,1,0,0,0
Leganes,0,1,0,0
Sevilla,0,2,0,2
Valladolid,0,1,0,0
Girona,3,2,2,1
Huesca,0,1,0,0
Celta,3,3,2,1
Eibar,1,0,0,0
Getafe,0,2,0,1
Real Madrid,1,0,1,0
Vallecano,1,5,1,2
Barcelona,2,2,1,1
Betis,2,2,0,2
Levante,2,6,1,4
Villarreal,0,0,0,0
Ath Madrid,3,0,3,0
Espanol,1,0,0,0
Sociedad,2,2,1,2
Ath Bilbao,0,3,0,0
Leganes,2,1,0,1
Sevilla,3,0,3,0
Valencia,1,1,1,0
Alaves,1,1,0,0
Girona,0,1,0,0
Valladolid,2,1,0,0
Vallecano,2,2,1,2
Barcelona,1,1,0,1
Eibar,1,3,0,0
Real Madrid,0,0,0,0
Sociedad,0,1,0,1
Betis,1,0,0,0
Huesca,1,1,0,1
Levante,2,1,2,1
Villarreal,0,1,0,0
Celta,1,1,1,0
Ath Bilbao,1,3,1,1
Alaves,1,0,0,0
Getafe,0,1,0,0
Girona,2,3,2,2
Leganes,1,0,1,0
Ath Madrid,1,0,0,0
Espanol,3,1,1,1
Sevilla,2,1,1,0
Valencia,1,1,1,1
Valladolid,1,0,1,0
Celta,0,1,0,0
Barcelona,4,2,2,0
Real Madrid,1,2,0,2
Valencia,1,1,0,0
Villarreal,1,1,0,0
Betis,0,1,0,1
Eibar,1,1,1,1
Huesca,0,2,0,1
Vallecano,1,2,0,0
Sociedad,0,0,0,0
Vallecano,1,1,1,0
Valladolid,1,1,0,1
Ath Bilbao,0,0,0,0
Ath Madrid,2,0,1,0
Celta,4,0,2,0
Girona,2,1,2,0
Levante,2,0,1,0
Alaves,2,1,0,1
Barcelona,5,1,2,0
Getafe,2,0,0,0
Sevilla,2,1,0,0
Leganes,1,1,0,0
Real Madrid,2,0,0,0
Valencia,0,1,0,0
Vallecano,2,3,1,1
Betis,3,3,1,0
Eibar,2,1,0,1
Huesca,1,1,0,0
Sociedad,0,0,0,0
Villarreal,1,1,0,0
Espanol,1,0,1,0
Levante,1,3,1,0
Ath Madrid,3,2,0,1
Getafe,0,1,0,0
Girona,0,0,0,0
Valladolid,0,0,0,0
Alaves,2,1,1,1
Barcelona,3,4,0,2
Celta,2,4,0,1
Sevilla,2,1,0,1
Vallecano,2,2,1,1
Leganes,1,0,1,0
Ath Madrid,1,1,0,0
Eibar,3,0,1,0
Huesca,2,2,1,1
Valencia,3,0,1,0
Ath Bilbao,1,1,0,0
Espanol,1,3,0,2
Sevilla,1,0,1,0
Villarreal,2,1,0,0
Sociedad,2,1,1,0
Vallecano,1,0,0,0
Celta,2,0,1,0
Getafe,3,0,0,0
Real Madrid,2,0,1,0
Valladolid,2,4,0,2
Alaves,1,1,1,0
Barcelona,2,0,1,0
Betis,1,0,1,0
Girona,1,1,1,0
Levante,3,0,1,0
Leganes,1,1,0,1
Ath Madrid,3,0,1,0
Espanol,0,4,0,3
Valencia,1,1,0,0
Villarreal,2,3,0,1
Betis,2,0,0,0
Eibar,4,4,1,2
Huesca,0,1,0,1
Sociedad,1,2,0,1
Ath Bilbao,1,0,0,0
Celta,0,0,0,0
Eibar,1,1,0,1
Getafe,1,0,1,0
Real Madrid,1,0,1,0
Valladolid,2,3,0,2
Espanol,1,3,1,1
Huesca,2,2,1,0
Levante,0,5,0,2
Sevilla,2,0,0,0
Alaves,0,0,0,0
Girona,1,1,0,0
Sociedad,0,1,0,1
Ath Bilbao,1,1,1,0
Ath Madrid,1,0,0,0
Barcelona,2,0,2,0
Betis,1,1,1,0
Leganes,1,1,1,0
Valencia,2,1,1,0
Vallecano,2,1,1,0
Villarreal,2,2,1,2
Espanol,1,0,1,0
Levante,2,2,0,1
Alaves,2,1,2,1
Huesca,2,1,0,0
Valladolid,0,1,0,1
Eibar,0,0,0,0
Getafe,1,2,1,2
Real Madrid,0,2,0,1
Sevilla,1,1,1,1
Celta,1,2,1,1
Vallecano,4,2,2,2
Girona,1,1,1,0
Leganes,1,0,0,0
Valencia,1,1,0,0
Villarreal,1,2,0,0
Ath Bilbao,2,0,1,0
Ath Madrid,1,0,0,0
Barcelona,3,0,1,0
Betis,1,2,0,1
Sociedad,3,2,2,2
Getafe,4,0,1,0
Celta,1,2,1,0
Huesca,0,3,0,1
Real Madrid,2,0,0,0
Barcelona,3,1,1,0
Betis,3,2,1,2
Levante,2,0,1,0
Vallecano,2,2,2,1
Villarreal,1,1,0,1
Eibar,3,0,1,0
Ath Madrid,2,0,2,0
Leganes,2,2,0,2
Sevilla,5,0,0,0
Valencia,3,0,1,0
Ath Bilbao,1,0,1,0
Espanol,2,4,1,3
Girona,0,2,0,1
Sociedad,0,0,0,0
Valladolid,2,1,0,1
Alaves,0,1,0,0
Huesca,4,0,1,0
Barcelona,2,2,1,2
Celta,1,0,0,0
Levante,0,0,0,0
Sociedad,2,1,2,0
Betis,1,0,0,0
Eibar,3,0,1,0
Real Madrid,3,0,1,0
Villarreal,2,2,1,0
Vallecano,1,2,0,1
Valladolid,0,0,0,0
Ath Madrid,1,3,1,2
Espanol,2,1,0,1
Getafe,3,1,1,1
Girona,0,2,0,2
Ath Bilbao,0,0,0,0
Leganes,3,0,2,0
Sevilla,2,2,0,1
Valencia,0,0,0,0
Alaves,2,0,1,0
Eibar,2,2,0,1
Barcelona,1,0,1,0
Celta,1,4,0,2
Sociedad,3,0,0,0
Vallecano,0,1,0,0
Betis,1,1,1,1
Real Madrid,1,2,1,0
Valencia,0,0,0,0
Villarreal,3,0,2,0
Huesca,0,1,0,1
Espanol,1,1,1,0
Alaves,0,0,0,0
Ath Bilbao,1,0,1,0
Getafe,2,1,1,0
Sevilla,2,4,2,1
Ath Madrid,2,0,1,0
Leganes,1,1,0,1
Levante,1,2,0,1
Valladolid,0,2,0,1
Girona,0,0,0,0
Vallecano,0,2,0,1
Espanol,3,1,1,1
Huesca,2,1,1,0
Real Madrid,0,1,0,1
Villarreal,1,2,0,0
Betis,1,2,0,2
Eibar,1,0,0,0
Sociedad,0,2,0,2
Valencia,2,0,0,0
Leganes,1,0,1,0
Ath Bilbao,1,1,0,1
Alaves,1,1,0,0
Ath Madrid,1,0,0,0
Barcelona,3,1,1,1
Getafe,2,1,0,1
Celta,0,1,0,0
Girona,2,3,1,1
Levante,0,2,0,0
Sevilla,5,2,1,1
Valladolid,1,4,1,1
Sociedad,1,1,1,0
Ath Bilbao,2,0,0,0
Huesca,1,3,1,1
Leganes,0,2,0,2
Real Madrid,2,0,0,0
Betis,1,4,0,2
Eibar,1,2,0,0
Espanol,0,1,0,0
Valencia,0,0,0,0
Villarreal,3,1,0,1
Girona,1,2,1,0
Alaves,0,4,0,2
Barcelona,2,0,0,0
Celta,3,2,0,2
Getafe,0,2,0,0
Levante,2,2,2,1
Real Madrid,3,2,1,1
Sevilla,0,1,0,1
Valladolid,1,1,1,0
Vallecano,1,1,1,0
Ath Madrid,2,0,0,0
Espanol,1,1,0,0
Villarreal,4,4,1,2
Ath Bilbao,3,2,2,0
Eibar,2,1,0,1
